scenario_id,k,method,cbl,cbl_oracle,aulc_normalized,kendalls_tau,mrr,precision_at_3,ndcg_1,ndcg_3,ndcg_5
scenario_k10_010,10,B7_classifier,1634.045538185399,2724.1512950597435,-8.7610578209212,-0.022222222222222223,1.0,0.3333333333333333,1.0,0.9610253733496299,0.9920527727151114
scenario_k10_010,10,B9_independent,1802.6054706891064,2724.1512950597435,-7.406360530641886,-0.4222222222222222,0.3333333333333333,0.3333333333333333,0.5999343736300933,0.8303169964865645,0.8051279153036276
scenario_k10_011,10,BLAST,1718.2832668300227,2713.6426019968258,25.68403834419254,-0.19999999999999998,0.5,0.3333333333333333,0.8775218769997005,0.970536410120474,0.8811442253076601
scenario_k10_011,10,B1_random,2635.3203282786444,2713.6426019968258,2.021011116598412,0.1111111111111111,1.0,0.3333333333333333,1.0,0.7576001517822392,0.7667305856968755
scenario_k10_011,10,B2_severity,1586.4197452836506,2713.6426019968258,29.08661631170587,0.06666666666666667,1.0,0.3333333333333333,1.0,0.9998717348208374,0.9181870475804155
scenario_k10_011,10,B3_itil,1495.661105282361,2713.6426019968258,31.428532750827078,-0.022222222222222223,1.0,0.3333333333333333,1.0,0.9998717348208374,0.9999861951127262
scenario_k10_011,10,B4_pagerank,2345.4251107244013,2713.6426019968258,9.501405000896957,-0.06666666666666667,0.25,0.0,0.2524656575748129,0.6024095349699697,0.6586102680544947
scenario_k10_011,10,B6_ppr,2471.2419187165647,2713.6426019968258,6.254855130268476,-0.06666666666666667,0.25,0.0,0.8780521402858428,0.5505251725988316,0.5890954654601578
scenario_k10_011,10,B7_classifier,1530.7497417160243,2713.6426019968258,30.523113118170883,-0.022222222222222223,1.0,0.3333333333333333,1.0,0.9640511151705461,0.9911605690982274
scenario_k10_011,10,B9_independent,1722.186724474132,2713.6426019968258,25.583314362144957,-0.4222222222222222,0.3333333333333333,0.3333333333333333,0.5630433541009079,0.8181073753529309,0.8136809865699556
scenario_k10_012,10,BLAST,1761.3267189512299,2694.922336340397,-6.404106024197062,0.022222222222222223,0.5,0.6666666666666666,0.8590692086266655,0.9363519252072974,0.9640431077245967
scenario_k10_012,10,B1_random,2421.7165702451694,2694.922336340397,-1.8740862316692821,0.19999999999999998,0.125,0.3333333333333333,0.8590692086266655,0.7534922649885897,0.7471640618089777
scenario_k10_012,10,B2_severity,1533.0521517219183,2694.922336340397,-7.969981553103731,0.022222222222222223,1.0,0.6666666666666666,1.0,1.0,1.0
scenario_k10_012,10,B3_itil,1533.0521517219183,2694.922336340397,-7.969981553103731,0.022222222222222223,1.0,0.6666666666666666,1.0,1.0,1.0
